tool	VeriAbs 1.4	VeriAbs 1.4	VeriAbs 1.4	VeriAbs 1.4	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn
..\..\..\sv-benchmarks\c\product-lines\elevator_spec1_product29.cil.yml	true	202.680145626	68.73104932099523	1406.5172479999999	TIMEOUT	904.118974713	282.6739725070074	2743.72608	TIMEOUT	908.234089257	280.4808315578848	3127.1034879999997	TIMEOUT	901.963185346	869.1928967020358	700.45696
..\..\..\sv-benchmarks\c\product-lines\elevator_spec13_product21.cil.yml	unknown	610.91646139	541.694756826997	1488.60928	TIMEOUT	908.562411772	311.89421998988837	1899.675648	TIMEOUT	908.917878989	295.7300918819383	1922.789376	TIMEOUT	901.986162397	868.5970654240227	1337.9461119999999
..\..\..\sv-benchmarks\c\product-lines\elevator_spec13_productSimulator.cil.yml	TIMEOUT	900.630977567	822.9135746730026	1349.042176	TIMEOUT	902.524497623	251.30536616407335	1889.083392	TIMEOUT	908.169384259	238.81291456799954	1900.224512	TIMEOUT	902.602912368	736.465436013008	2148.483072
..\..\..\sv-benchmarks\c\product-lines\elevator_spec14_product19.cil.yml	true	122.312999721	61.89093875300023	1176.576	true	65.677873473	16.718531215097755	914.2394879999999	true	58.76925094	14.060723623260856	803.684352	true	86.481647186	56.7734634099761	975.925248
..\..\..\sv-benchmarks\c\product-lines\elevator_spec14_product20.cil.yml	false(unreach-call)	148.990497708	75.77117461100715	915.529728	false(unreach-call)	26.70966751	9.078388419933617	419.233792	false(unreach-call)	26.271696205	7.4682827750220895	398.589952	false(unreach-call)	60.106834902	32.30923927796539	940.089344
..\..\..\sv-benchmarks\c\product-lines\elevator_spec14_productSimulator.cil.yml	TIMEOUT	900.855479434	819.7509358969983	2883.8174719999997	false(unreach-call)	91.803373215	33.150543191004544	1016.008704	false(unreach-call)	76.130679218	23.84120979392901	1141.055488	false(unreach-call)	126.705843681	83.5977282509557	1723.5107839999998
..\..\..\sv-benchmarks\c\product-lines\email_spec6_product20.cil.yml	false(unreach-call)	580.32082873	499.2150866209995	2389.004288	false(unreach-call)	107.361247706	29.98185411375016	1013.735424	false(unreach-call)	106.946074064	29.25381885515526	1093.472256	TIMEOUT	901.656192914	874.8174870939692	471.052288
..\..\..\sv-benchmarks\c\product-lines\minepump_spec1_product35.cil.yml	false(unreach-call)	123.358392579	106.81135037099739	229.09337599999998	false(unreach-call)	11.425118787	4.038253901991993	287.11731199999997	false(unreach-call)	12.094576409	4.168671323917806	271.33952	false(unreach-call)	10.391614984	4.120906775002368	237.34271999999999
..\..\..\sv-benchmarks\c\product-lines\minepump_spec1_product47.cil.yml	true	155.968269621	131.04745230399567	502.52595199999996	true	22.276617314	6.002416422590613	402.72281599999997	true	22.814639355	6.109139337204397	404.803584	true	14.913590438	5.343321785039734	253.939712
..\..\..\sv-benchmarks\c\recursive-simple\id_o200.yml	false(unreach-call)	28.112100828	18.667089841001143	199.63904	EXCEPTION	6.802252334	12.078354965895414	181.23980799999998	EXCEPTION	7.865091526	12.361235600430518	194.22412799999998	EXCEPTION	6.658721083	11.997627632052172	177.84832
..\..\..\sv-benchmarks\c\recursive-simple\id_i5_o5-2.yml	true	13.618555745	5.035378366999794	304.001024	EXCEPTION	6.478769188	11.986599405761808	175.46854399999998	EXCEPTION	7.512873566	12.29698383808136	189.272064	EXCEPTION	6.664495466	12.065136888006236	182.52185599999999
..\..\..\sv-benchmarks\c\recursive-simple\sum_non_eq-2.yml	TIMEOUT	900.721033443	894.2554921330011	1885.024256	EXCEPTION	6.901886153	12.08595111221075	182.10816	EXCEPTION	7.910714627	12.321265382692218	193.212416	EXCEPTION	6.775725986	12.08978073502658	180.822016
..\..\..\sv-benchmarks\c\recursive\Addition01-2.yml	TIMEOUT	900.728221432	891.4871866520043	1947.983872	EXCEPTION	7.054030095	12.08175068674609	177.557504	EXCEPTION	8.084526935	12.413058509118855	206.0288	EXCEPTION	6.893717948	12.09719237597892	178.573312
..\..\..\sv-benchmarks\c\recursive\Fibonacci01-1.yml	TIMEOUT	900.707852808	891.6311750340028	2992.66048	EXCEPTION	6.741990762	12.117573459167033	183.988224	EXCEPTION	8.229826279	12.432691365014762	200.54016	EXCEPTION	7.008821918	12.125611466006376	175.0016
..\..\..\sv-benchmarks\c\recursive\McCarthy91-2.yml	TIMEOUT	900.750492111	892.0191088809952	3917.426688	EXCEPTION	6.88712267	12.07357258722186	182.46041599999998	EXCEPTION	8.005432217	12.360518550034612	191.10297599999998	EXCEPTION	7.032555324	12.109620632021688	188.77235199999998
..\..\..\sv-benchmarks\c\verifythis\tree_del_rec.yml	unknown	683.325538817	670.2546746829976	1848.1520639999999	EXCEPTION	8.343099477	12.385634656064212	228.59776	EXCEPTION	10.197850302	12.754801102913916	273.32608	EXCEPTION	7.179522644	12.160991869983263	182.84544
..\..\..\sv-benchmarks\c\systemc\toy.cil.yml	TIMEOUT	900.933141008	874.8872801109974	2726.99392	TIMEOUT	902.206985149	345.31404019193724	2199.642112	TIMEOUT	904.686862366	342.1343021397479	2167.615488	true	89.151817413	66.49202243302716	480.07167999999996
..\..\..\sv-benchmarks\c\systemc\token_ring.04.cil-1.yml	TIMEOUT	900.960137681	871.3458036560041	5835.157504	TIMEOUT	900.971867456	420.8505205591209	1936.4085759999998	TIMEOUT	901.524796804	414.19704840611666	1704.767488	true	93.913114228	74.20995826198487	447.086592
..\..\..\sv-benchmarks\c\systemc\transmitter.04.cil.yml	false(unreach-call)	515.844167634	487.3552614309956	1778.7576319999998	false(unreach-call)	45.390569089	10.393644034862518	556.396544	false(unreach-call)	44.38824072	10.4093048828654	536.920064	false(unreach-call)	13.135412408	5.18912959296722	265.37984
..\..\..\sv-benchmarks\c\seq-pthread\cs_lamport.yml	TIMEOUT	900.05744404	869.2791139620022	629.3544959999999	TIMEOUT	901.964405647	814.6825928469189	1537.90464	TIMEOUT	901.677345376	744.3643937651068	1524.637696	TIMEOUT	901.694624267	879.8369206589996	704.319488
..\..\..\sv-benchmarks\c\seq-pthread\cs_read_write_lock-1.yml	true	150.598705418	64.29520589399908	1072.939008	TIMEOUT (EXCEPTION)	900.740422933	409.59785011969507	1746.792448	TIMEOUT	901.776792061	396.6844369661994	1608.720384	TIMEOUT	901.865184307	877.0373590270174	880.848896
..\..\..\sv-benchmarks\c\systemc\bist_cell.cil.yml	true	116.442880377	54.639128488001006	938.5984	TIMEOUT	911.499591688	689.7931664162315	2192.154624	TIMEOUT	905.094044699	727.1931313988753	2192.5150719999997	true	13.857102236	5.25219821598148	266.24
..\..\..\sv-benchmarks\c\seq-mthreaded\rekcba_aso.1.M1-1.yml	TIMEOUT	901.015982786	868.502602580993	1463.783424	TIMEOUT	919.615106785	231.43329018866643	7287.611392	TIMEOUT	912.013045251	249.74464370729402	6794.252288	TIMEOUT	907.941198821	879.722251772997	6207.6928
..\..\..\sv-benchmarks\c\seq-mthreaded\rekh_nxt.2.M4-2.yml	TIMEOUT	901.230322688	865.123077901997	4360.6630399999995	OUT OF MEMORY	452.363315825	188.55797071801499	14999.998463999998	TIMEOUT	901.862253739	603.7091322378255	1353.940992	EXCEPTION	445.63695993	446.67586471000686	1035.292672
..\..\..\sv-benchmarks\c\seq-mthreaded\rekh_nxt.3.M1.yml	true	610.018450523	574.2184480870055	1760.022528	TIMEOUT	907.157722939	379.6645043781027	5968.67072	TIMEOUT	905.97142516	471.2401438979432	5721.41568	EXCEPTION	526.635128602	508.6890955060371	1018.187776
..\..\..\sv-benchmarks\c\seq-mthreaded-reduced\pals_lcr-var-start-time.3.ufo.UNBOUNDED.pals.c.v+nlh-reducer.yml	true	75.48069887	17.291314688991406	1038.319616	true	74.807129923	22.142221544869244	615.8172159999999	true	83.684737062	24.76116047706455	642.0971519999999	EXCEPTION	728.076847877	706.9012408670387	462.51622399999997
..\..\..\sv-benchmarks\c\seq-mthreaded-reduced\pals_lcr-var-start-time.3.ufo.BOUNDED-6.pals.c.v+sep-reducer.yml	true	119.594087737	29.95714052800031	2515.7263359999997	true	234.754988802	89.01550845569	1298.550784	true	450.971975836	180.95300432806835	1603.223552	EXCEPTION	835.018238599	801.5766705429996	623.013888
..\..\..\sv-benchmarks\c\seq-pthread\cs_fib-1.yml	true	164.480351301	71.03914093598723	1174.413312	TIMEOUT	900.977949956	750.4500394780189	1587.126272	TIMEOUT	901.173571205	687.096524707973	1558.777856	EXCEPTION	338.493154618	331.1806220149738	617.029632
..\..\..\sv-benchmarks\c\seq-pthread\cs_queue-2.yml	unknown	873.128445835	837.5592459559994	4108.10368	TIMEOUT	903.547950815	305.56935312692076	1625.698304	TIMEOUT	901.758016233	316.11620359681547	1688.24832	EXCEPTION	78.183345286	65.43256491603097	595.181568
..\..\..\sv-benchmarks\c\eca-rers2012\Problem01_label19.yml	true	24.847791153	8.039134528007708	228.30284799999998	true	35.376241115	8.561913470737636	473.382912	true	34.542971125	8.388961555901915	451.05152	true	37.462576925	10.397053844993934	428.670976
..\..\..\sv-benchmarks\c\eca-rers2012\Problem01_label58.yml	true	24.84043613	7.931052129002637	235.20460799999998	true	36.530621739	8.790353994816542	474.263552	true	33.805958603	8.161365160252899	431.0016	true	42.663256477	12.972966925008222	474.349568
..\..\..\sv-benchmarks\c\eca-rers2012\Problem03_label15.yml	true	45.018324873	13.921724902000278	635.96544	true	103.191574134	35.40219841711223	933.4333439999999	true	102.887679529	35.53266294719651	809.73824	true	55.268023722	23.5214957720018	548.151296
..\..\..\sv-benchmarks\c\eca-rers2012\Problem05_label45.yml	true	92.720576814	37.99437953499728	607.858688	true	184.149455959	53.88989560864866	1056.473088	true	161.176332059	45.81330793397501	1078.890496	true	267.107810097	164.3250311310403	2043.4411519999999
..\..\..\sv-benchmarks\c\eca-rers2012\Problem06_label26.yml	true	102.922982574	49.08704319600656	851.9311359999999	TIMEOUT (true)	906.262345059	314.28637700201944	2141.270016	TIMEOUT	904.861361615	251.53668276406825	2586.451968	true	246.435753404	160.2335878139711	2018.131968
..\..\..\sv-benchmarks\c\eca-rers2012\Problem09_label59.yml	false(unreach-call)	853.558161641	690.2743407520029	2774.1470719999998	TIMEOUT (OUT OF JAVA MEMORY)	928.539114631	157.95445306180045	1669.5214079999998	OUT OF JAVA MEMORY	376.449874423	62.72924483707175	1613.283328	TIMEOUT (EXCEPTION)	967.157192679	184.60556382802315	1742.7005439999998
..\..\..\sv-benchmarks\c\eca-rers2012\Problem12_label20.yml	false(unreach-call)	69.16772835	27.26256342799752	663.937024	TIMEOUT	913.198811842	264.53292851988226	9414.950912	TIMEOUT	924.787097381	323.82497918000445	9578.082304	TIMEOUT	904.735275713	865.3967447510222	4447.113216
..\..\..\sv-benchmarks\c\eca-rers2012\Problem13_label08.yml	TIMEOUT	901.049230138	539.1191014320066	1433.2272639999999	TIMEOUT	913.996057838	252.3221034198068	13540.507647999999	TIMEOUT	914.31672463	252.80342626804486	13377.540095999999	TIMEOUT	906.485892839	859.748897073965	6991.724544
..\..\..\sv-benchmarks\c\eca-rers2012\Problem15_label08.yml	ERROR	613.209300037	337.70691172700026	1095.286784	true	559.427670765	249.3876503529027	6351.8924799999995	TIMEOUT	907.612049189	341.50930395303294	8379.039744	TIMEOUT	902.777696119	869.7321979539702	4620.447744
..\..\..\sv-benchmarks\c\eca-rers2012\Problem18_label30.yml	true	176.826098454	92.19124879299488	902.1685759999999	true	168.563096675	55.81553947785869	3251.347456	true	166.326613823	56.36535188835114	3297.255424	TIMEOUT	902.717035244	867.0974212120054	3411.3003519999997
..\..\..\sv-benchmarks\c\floats-cdfpl\newton_3_1.yml	true	341.934766857	328.36339618499915	606.691328	TIMEOUT	901.597580419	892.2298177829944	545.943552	TIMEOUT	901.526579288	891.5810510851443	540.102656	TIMEOUT	901.403811017	894.1455019329442	528.482304
..\..\..\sv-benchmarks\c\floats-cdfpl\square_4.yml	true	144.78405595	134.5590145430033	386.895872	EXCEPTION	607.547819262	600.8647540137172	504.819712	TIMEOUT	901.356853332	893.0452502002008	531.505152	TIMEOUT	901.30669613	893.6969748050324	557.539328
..\..\..\sv-benchmarks\c\floats-cbmc-regression\float1.yml	true	13.658587482	4.903296457006945	312.836096	true	7.324333064	3.2738615847192705	187.74835199999998	true	7.870193745	3.419574344996363	195.567616	EXCEPTION	6.768351277	12.156860971997958	180.482048
..\..\..\sv-benchmarks\c\float-benchs\interpolation2.c.v+nlh-reducer.yml	true	50.783979567	34.910997775994474	490.31167999999997	true	98.036149463	87.60962152201682	453.115904	true	211.224771096	196.06106972927228	658.161664	EXCEPTION	9.808477381	14.809230479993857	230.817792
..\..\..\sv-benchmarks\c\float-benchs\nan_float_range.yml	true	14.043796625	5.155336454001372	312.762368	true	7.432938173	3.3338126419112086	200.08140799999998	true	8.056220732	3.4050617697648704	198.500352	EXCEPTION	6.728034536	12.171039341017604	184.700928
..\..\..\sv-benchmarks\c\float-benchs\sqrt_poly.yml	true	42.087453983	32.40035979299864	492.93312	true	56.584992184	50.75418228190392	444.94438399999996	true	42.665202622	36.332363683730364	396.107776	EXCEPTION	67.092279982	71.83702050696593	382.640128
..\..\..\sv-benchmarks\c\float-newlib\double_req_bl_0270a.yml	true	74.8891319	27.363407171011204	1533.8127359999999	true	60.788180874	22.45404796488583	1463.05024	true	65.679639298	23.857075564097613	1421.63968	EXCEPTION	17.135211817	21.297107900027186	523.943936
..\..\..\sv-benchmarks\c\float-newlib\double_req_bl_0970b.yml	true	46.156578635	23.835401111995452	1479.1270399999999	true	33.218554673	19.629909314215183	1385.18528	true	34.928528622	21.59681631810963	1392.3000319999999	EXCEPTION	39.775130002	43.60421643499285	1307.72992
..\..\..\sv-benchmarks\c\float-newlib\double_req_bl_1072a.yml	true	21.459741735	7.49539217200072	362.88102399999997	true	9.380640311	3.706067157909274	243.662848	true	9.761699036	3.79997582687065	245.243904	EXCEPTION	8.023944964	12.58514393598307	217.268224
..\..\..\sv-benchmarks\c\float-newlib\float_req_bl_1252a.yml	true	20.976432277	7.2390761930000735	304.652288	true	8.438432363	3.485901934094727	224.40345599999998	true	8.711655217	3.5815233131870627	209.158144	EXCEPTION	7.630261947	12.4609375569853	197.21420799999999
..\..\..\sv-benchmarks\c\ddv-machzwd\ddv_machzwd_inw_p.yml	unknown	0.012110875	0.04712231399025768	3.6577279999999996	true	16.799230988	4.990306669846177	318.611456	true	17.368002781	5.12139051919803	331.001856	true	21.700255541	6.313757809053641	367.546368
..\..\..\sv-benchmarks\c\heap-data\shared_mem2.yml	true	56.581445898	36.94344106198696	604.3443199999999	TIMEOUT	902.499903482	879.5379044199362	1495.568384	TIMEOUT	902.651556056	877.6531968070194	1434.599424	EXCEPTION	8.388478518	12.573554724978749	188.20300799999998
..\..\..\sv-benchmarks\c\ldv-regression\test10.yml	true	15.246329358	5.447496217995649	324.73088	true	8.057118317	3.4532492351718247	222.08102399999999	true	8.666503711	3.6607169806957245	224.509952	true	7.65588449	3.4334001370007172	191.20128
..\..\..\sv-benchmarks\c\list-simple\sll2n_append_unequal.yml	true	109.89505883	39.37138390200562	1148.063744	true	76.476692183	23.76977605232969	701.677568	true	92.439831856	28.683395015075803	830.967808	EXCEPTION	11.517007232	13.56764242099598	237.150208
..\..\..\sv-benchmarks\c\ldv-sets\test_mutex.yml	true	87.589460894	44.31514544899983	840.155136	EXCEPTION	737.083305808	554.6142527679913	1772.658688	TIMEOUT	906.313835956	732.353146718815	2169.344	EXCEPTION	38.193731277	36.84864701499464	432.922624
